tracking number,rate__shipment__address_to__zip,Account
9374869903505882132406,30083-2211,5358164
9374869903505882138446,76244-6942,5358164
9374869903505882145932,85119-6592,5358164
9374869903505882149497,79761-6841,5358164
9374869903505882168474,44710-2000,5358164
9374869903505882188885,34221-2002,5358164
DFD9296AD0754BB48676C4FD3,K8B 1B8,5358164
4CAE7356F66B4201BD9C25018,2235208,5358164
7AABAF104D4E450982C899D76,3041,5358164
8CC5D1F6B6034830AEAF67B63,H2P 2X7,5358164
BDB79FD32A374B47B94D1983F,R7n2c2,5358164
F862C4F89F574E64B4F8B16E3,N5W4J3,5358164
C4A67C367C69413CA57D9A81D,h3c 0x6,5358164
7CE0FAA2378A4933B50A8AFF7,P5N2S1,5358164
86CE0C92F3034312B6C4272C1,N2V 1B2,5358164
1AFBB23506AD46358E511309F,N1R7G1,5358164
DFB3A1577D6D442E9C3F166F8,N7V2G3,5358164
9374869903505882943088,06615-7208,5358164
9374869903505882970954,33624-3089,5358164
9374869903505883000414,85301-2200,5358164
9374869903505891579605,33162,5358164
9374869903505891597760,28202-3382,5358164
9374869903505891610193,92404-5852,5358164
9374869903505891626859,48801-2563,5358164
9374869903505891645799,98801-1103,5358164
9374869903505891732581,60406-3272,5358164
9374869903505891781138,32837-7448,5358164
9374869903505891794251,92840-4329,5358164
9374869903505891822619,14228,5358164
9374869903505891844055,33064-6751,5358164
9374869903505891864244,37355-6942,5358164
9374869903505891893732,60707-1924,5358164
9374869903505891912396,98499-5784,5358164
9374869903505891938204,95329-9697,5358164
9374869903505891950053,16666-1649,5358164
9374869903505891961165,33437-7905,5358164
9374869903505891968133,72370-2042,5358164
9374869903505891972437,19140-4117,5358164
9374869903505891977456,78541-4557,5358164
9374869903505891983198,36830-8300,5358164
9374869903505891988582,76084-1186,5358164
9374869903505891989893,93306-2845,5358164
9374869903505891998499,96746-1574,5358164
9374869903505892003734,8349,5358164
30C9A18C66A444D0A8970257B,H3L 2H8,5358164
327404C67D1340F588DEA013F,K9A 2L2,5358164
62D45C0D4D7D48DCAB429ED4D,M9N 1K3,5358164
9C8E6DE6F0204FF18F54AED48,K0G 1J0,5358164
A92DA9A10C6F43699338D8F81,T9H 0Y3,5358164
9374869903505892108859,46062-7361,5358164
9374869903505901597193,33173-4563,5358164
9374869903505901644675,22044-3205,5358164
9374869903505901693581,97123-7214,5358164
9374869903505901728160,32092-1934,5358164
9374869903505901800637,72143-3806,5358164
9374869903505901822745,89139-6262,5358164
9374869903505901846611,44089-1532,5358164
9374869903505901869276,02816-6945,5358164
9374869903505901884200,38652-8915,5358164
9374869903505901887850,10451-6955,5358164
9374869903505901894223,07660-1846,5358164
9374869903505901900566,77055-1924,5358164
9374869903505901899396,85283-8416,5358164
9374869903505901903307,54762-9757,5358164
9374869903505901912729,60625-2334,5358164
9374869903505901917540,12884-7701,5358164
9374869903505901921417,29673-1033,5358164
9374869903505901928270,30047-6116,5358164
9374869903505901931027,18062-8413,5358164
9374869903505901936596,85298-9034,5358164
9374869903505901938651,11234-2751,5358164
9374869903505901940272,93933-5003,5358164
9374869903505901943358,54626-8765,5358164
194B5C87F8F046149411CEEFA,N0E 1A0,5358164
15DD0E8105F94418899DFB774,V5t 1x9,5358164
9374869903505901975892,20878-2840,5358164
9374869903505901979395,54451-1842,5358164
63B7875868F34DEFB105C5DE2,D01 K7X7,5358164
9374869903505910703813,60107-1580,5358164
9374869903505910718015,06810-6994,5358164
9374869903505910743475,92111-3405,5358164
9374869903505910810665,20708-3427,5358164
9374869903505910825737,38611-7632,5358164
9374869903505910848644,77038-2917,5358164
9374869903505910862701,76537-1960,5358164
9374869903505910883782,37924-4927,5358164
9374869903505911027956,51104-2837,5358164
9374869903505911030901,90745-4424,5358164
9374869903505911035937,35064-1560,5358164
9374869903505911038020,33071-6576,5358164
9374869903505911045981,00780-1317,5358164
9374869903505911053511,60411-6903,5358164
9374869903505911054174,75172-3325,5358164
9374869903505911055973,83113-5100,5358164
9374869903505911068645,90028-5623,5358164
9374869903505911067310,23141-1920,5358164
9374869903505911072826,53089-1986,5358164
9374869903505911077562,98665-6997,5358164
9374869903505911080821,34667-4372,5358164
9374869903505911084577,43213-4429,5358164
9374869903505911088674,11230-7567,5358164
B3CAE0CC8A60431EB5841DD92,H4H 1N1,5358164
2FB5D75EE24944C3AE62BCF13,518000,5358164
9374869903505911109881,14810-7819,5358164
9374869903505918616665,07840-4936,5358164
9374869903505918622758,53225-2640,5358164
9374869903505918639855,94597-2062,5358164
9374869903505918675709,28202-2029,5358164
9374869903505918683278,94086-9235,5358164
9374869903505918692508,91765-4440,5358164
9374869903505918704966,60172-2306,5358164
9374869903505918707912,33167-3615,5358164
9374869903505918713340,91205-2888,5358164
9374869903505918720775,33486-1326,5358164
9374869903505918726142,21921-6012,5358164
9374869903505918728399,28327-7360,5358164
9374869903505918734628,90620-4437,5358164
9374869903505918737087,22153-2607,5358164
9374869903505918741145,85338-1462,5358164
9374869903505918749127,51104-2837,5358164
9374869903505918752820,00656-1405,5358164
4FD46F2357BF4FF09EF4AA98F,V9L 6A9,5358164
9374869903505936755384,97230-7807,5358164
9374869903505936779120,10467-3364,5358164
9374869903505936794635,77551-2116,5358164
9374869903505936844934,11249,5358164
9374869903505936883803,11434-3114,5358164
9374869903505936902269,93230-7037,5358164
1B9CEDABA8E2461FAAEC45F3C,M1E 4S8,5358164
9374869903505936999016,97027-2359,5358164
9374869903505937011564,80015-6408,5358164
9374869903505937037878,78040-5613,5358164
9374869903505937073937,08043-1162,5358164
9374869903505937223578,87701-4941,5358164
9374869903505937239241,34240-1436,5358164
9374869903505937259645,64015-9650,5358164
9374869903505937280885,14871-9465,5358164
9374869903505937293335,77530-2448,5358164
9300169903505937350607,99801-9726,5358164
9374869903505937419643,66104-3855,5358164
9374869903505937429277,94591-8222,5358164
9374869903505937435858,07304-2508,5358164
9374869903505937441699,36611-1662,5358164
9374869903505937445932,33617-5418,5358164
9374869903505937476370,27822-8303,5358164
9374869903505937507760,34639-4781,5358164
9374869903505937514386,79404-2730,5358164
9374869903505937526242,07416-9704,5358164
9374869903505937541801,11207-8224,5358164
9374869903505937551893,77274-1611,5358164
9374869903505937564077,32958-4056,5358164
9374869903505937573314,16435-1425,5358164
9374869903505937584099,24541-1818,5358164
9374869903505937604568,34219-1611,5358164
9374869903505937609938,14477-9703,5358164
9374869903505937612204,01880-1338,5358164
9374869903505937618114,60409-1803,5358164
9374869903505937624986,92131-4262,5358164
9374869903505937629998,54495-2285,5358164
9374869903505937633766,66720-1348,5358164
9374869903505937634411,84790-1885,5358164
9374869903505937645448,20115-2863,5358164
9374869903505937649132,85392-3010,5358164
9374869903505937654792,34747-3229,5358164
9374869903505937661141,48854-9232,5358164
9374869903505937668126,20784-6318,5358164
9374869903505937673205,49868-7688,5358164
9374869903505937687226,11772-3607,5358164
9374869903505937697386,07104-1317,5358164
9374869903505937702264,23223-1207,5358164
9374869903505937709126,78681-7461,5358164
9374869903505937719835,90304-2625,5358164
9374869903505937726284,37923-1200,5358164
9374869903505937735828,19143-3672,5358164
0F07DF6EB3A74B67AA5EFBDD8,10090,5358164
58ACE2337C18455FBAC0048EE,2353401,5358164
9516A161FA664D3D9D329D283,k9j 6x7,5358164
9374869903505946747164,15068-5307,5358164
9374869903505946838435,31407-3709,5358164
9374869903505946857580,15227-2303,5358164
9374869903505946873085,29432-5981,5358164
9374869903505947041261,60452-4426,5358164
9374869903505947059426,24486-2454,5358164
9374869903505947075464,30349-8011,5358164
9374869903505947097572,81503-4955,5358164
9374869903505947127651,44060-4642,5358164
9374869903505947150161,30080-2751,5358164
9374869903505947176963,49037-1244,5358164
9374869903505947179155,10467-6427,5358164
9374869903505947185170,91311-3283,5358164
9374869903505947193823,71060-8980,5358164
9374869903505947197104,95380-4700,5358164
9374869903505947204581,92404-4222,5358164
9374869903505947204352,25427-3858,5358164
9374869903505947209135,08520-4607,5358164
9374869903505947217048,10916-3201,5358164
9374869903505947230658,78613-3734,5358164
283725E6D76143799416F54D8,l7a2a5,5358164
9374869903505947281797,75146-1315,5358164
9374869903505947289540,53189-7176,5358164
9374869903505955802663,89002-0405,5358164
9374869903505955810705,08361-2989,5358164
9374869903505955826867,89012-5783,5358164
9374869903505955836576,90047-4504,5358164
9374869903505955867839,11206-1601,5358164
9374869903505956203681,17408-6348,5358164
9374869903505956214502,78045-8183,5358164
9374869903505956241669,01801-4637,5358164
9374869903505956263838,80902-3288,5358164
9374869903505956266457,49424-8206,5358164
9374869903505956270775,24577-3222,5358164
9374869903505956273691,89113-6243,5358164
9374869903505956275848,96826-5419,5358164
9374869903505956281740,89113-1763,5358164
9374869903505956288190,92122-6663,5358164
9374869903505956296577,33068-3011,5358164
9374869903505956298021,44646-3218,5358164
9374869903505956302032,90723-2926,5358164
9374869903505956305255,07728-2346,5358164
9374869903505956312475,17517-1428,5358164
9374869903505956336150,23233-3316,5358164
9374869903505956357094,77396-6012,5358164
9374869903505964079094,33193-3318,5358164
9374869903505964091683,85395-8496,5358164
9374869903505964110834,89084-5497,5358164
9374869903505964138449,90004-1605,5358164
9374869903505964154418,20176-4033,5358164
9374869903505964389070,23831-6945,5358164
9374869903505964412785,37923-2258,5358164
9374869903505964440610,28112-7317,5358164
9374869903505964457595,60660-1103,5358164
9374869903505964463206,95815-1514,5358164
9374869903505964594061,95206-6268,5358164
9374869903505964596676,57401-2954,5358164
9374869903505964599004,10460-3227,5358164
9374869903505964601035,06704-1567,5358164
9374869903505964604739,19468-3227,5358164
9374869903505964606290,90703-6533,5358164
9374869903505964609284,56501-7250,5358164
9374869903505964617692,83815-8837,5358164
9374869903505964621149,60543-8276,5358164
9374869903505964624492,92019-1990,5358164
9374869903505964631360,38358-6262,5358164
9374869903505964636259,92704-6976,5358164
9374869903505964643950,33142-6134,5358164
9374869903505964646074,47265-8620,5358164
9374869903505964669226,25159-9663,5358164
9374869903505964672998,33023-6606,5358164
9374869903505964674299,95037-9194,5358164
9374869903505964678983,23117-4651,5358164
9374869903505964682942,08360-4316,5358164
9374869903505964687435,33543-6542,5358164
9374869903505964691227,77503-2009,5358164
9374869903505964693498,25608-1004,5358164
9374869903505964697496,04101-2055,5358164
9374869903505964705672,89706-2608,5358164
C64720C218BF4D459A395CE25,l7n3m2,5358164
9374869903505972244118,28786-5604,5358164
9374869903505972259143,94510-2419,5358164
9374869903505972281762,75401-2852,5358164
9374869903505972319502,80014-7446,5358164
9374869903505972331481,98422-2454,5358164
9374869903505972340773,32805-2404,5358164
9374869903505972351748,42701-2654,5358164
9374869903505972361204,72416-8654,5358164
9374869903505972367053,20866-3144,5358164
9374869903505972368449,28806-2109,5358164
9374869903505972373603,22192-2732,5358164
9374869903505972375188,32708-6523,5358164
9374869903505972383893,87031-4894,5358164
9374869903505972386320,33610-5104,5358164
9374869903505972391683,20147-3723,5358164
9374869903505972396299,78249-1839,5358164
9374869903505972406530,21136-3634,5358164
9374869903505972406486,38374-6200,5358164
9374869903505972413187,42050-1325,5358164
9374869903505972418779,34488-1448,5358164
9374869903505972420284,33870-6352,5358164
9374869903505972431679,49886-9761,5358164
9374869903505972430146,88240-4460,5358164
9374869903505972433031,29576-8306,5358164
9374869903505972448585,11105-1635,5358164
9374869903505987603047,78130,5358164
9374869903505987625919,63089-2436,5358164
9374869903505987654254,63031-4056,5358164
9374869903505987691037,75172-3328,5358164
9374869903505987707837,12210-2636,5358164
9374869903505987723745,92677-7529,5358164
9374869903505987809593,95831-5233,5358164
9374869903505987827047,11706-6517,5358164
9374869903505987838067,29369-9638,5358164
9374869903505987856238,48138-1564,5358164
9374869903505988000869,01852-5881,5358164
9374869903505988005147,01852-5881,5358164
9374869903505988087914,95831-5233,5358164
9374869903505988136544,86314-5401,5358164
9374869903505988165124,98445-3242,5358164
9374869903505988189632,33071-5067,5358164
9374869903505988202393,94552-5258,5358164
9374869903505988227150,95821-6319,5358164
9374869903505988244430,50131-1066,5358164
9374869903505988268368,54965-8204,5358164
9374869903505988271429,52308-0001,5358164
9374869903505988278510,76001-7407,5358164
9374869903505988281992,90405-7201,5358164
9374869903505988299737,27834-9680,5358164
9374869903505988305476,75149-3530,5358164
9374869903505988314560,29123-8960,5358164
9374869903505988323586,30040-0612,5358164
9374869903505988331574,54451-1842,5358164
9374869903505988340538,56444-6281,5358164
9374869903505988348282,25064-1805,5358164
9374869903505988353286,34951-4420,5358164
9374869903505988364633,71107-2533,5358164
9374869903505988376162,21122-1546,5358164
9374869903505988383344,94901-5117,5358164
9374869903505988394197,80123-7807,5358164
9374869903505988403493,76205-8036,5358164
9374869903505988410040,27834-6360,5358164
9374869903505988408368,27021-9520,5358164
9374869903505988417698,43224-5228,5358164
9374869903505988425570,77521-7512,5358164
9374869903505988432295,29651-6307,5358164
9374869903505988443901,48101-1452,5358164
9374869903505988454983,91381-2209,5358164
9374869903505988462421,71107-2533,5358164
9374869903505988471614,33064-4235,5358164
9374869903505988485536,30046-5839,5358164
9374869903505988491773,89408-9291,5358164
9374869903505988510627,44145-1042,5358164
9374869903505988517855,76643-3616,5358164
9374869903505988531400,55117-5224,5358164
9374869903505988545964,89113-3270,5358164
9374869903505988579495,99109-9638,5358164
9374869903505988588763,30165-1760,5358164
9374869903505988590742,32408-5135,5358164
9374869903505988593422,08318-2749,5358164
0224D34DBD8540ABBA027F83F,L4A 0J2,5358164
A844DBA0DAFB4F95867F6F9D3,SW18 1JH,5358164
E1B3F2B308F646B787DD7BC15,971,5358164
9374869903505988870714,19601-1418,5358164
9374869903505998288608,48912-1166,5358164
9374869903505998311009,32935-4558,5358164
9374869903505998342645,15697-1332,5358164
9374869903505998349354,23834-3754,5358164
9374869903505998362285,20175-6149,5358164
9374869903505998377623,14719-9564,5358164
9374869903505998386182,19809-1444,5358164
9370369903505998391291,36301-4612,5358164
9374869903505998396426,11355-2166,5358164
9374869903505998403254,06106-4626,5358164
9374869903505998405494,85035-6416,5358164
9374869903505998411891,42602-0570,5358164
9374869903505998418951,17104-2034,5358164
9374869903505998424242,65616-8671,5358164
9374869903505998431912,46055-6219,5358164
9374869903505998443861,28327-7360,5358164
9374869903505998447272,80550-5382,5358164
9374869903505998450074,93033-2302,5358164
9374869903505998452962,74631-3210,5358164
9374869903505998457981,39322-9765,5358164
4CB0874E74214B34A4A83AF9C,220-851,5358164
9374869903506005545486,46815-4217,5358164
9374869903506005575667,53959-1578,5358164
9374869903506005583679,77063-2342,5358164
9374869903506005814711,75072-2922,5358164
9374869903506005816166,75072-2922,5358164
9374869903506005831749,46224-8547,5358164
9374869903506005896151,12412-5213,5358164
9374869903506005919911,57201,5358164
9374869903506005950754,31405-5916,5358164
9374869903506005953793,91942-8157,5358164
9374869903506005956114,34219-9050,5358164
9374869903506005959948,11385-6541,5358164
9374869903506005969091,61241-8850,5358164
9374869903506005977829,33905-5563,5358164
9374869903506005978314,78516-4704,5358164
9374869903506005988405,16749-1205,5358164
9374869903506006026359,55104-4136,5358164
9374869903506006030721,30457-4635,5358164
9374869903506006030424,80104-8776,5358164
9374869903506006033135,07024-1955,5358164
9374869903506006075395,76226-0416,5358164
9374869903506006080030,19001-4038,5358164
9374869903506006085455,93561-7953,5358164
9374869903506006090091,98204-2122,5358164
9374869903506006094822,63137-3501,5358164
9374869903506006098301,85032-4738,5358164
9374869903506012767642,41063-8753,5358164
9374869903506012794372,30274-3616,5358164
9374869903506012849775,33027-4458,5358164
9374869903506012863436,23434-6334,5358164
9374869903506012884417,41017-2863,5358164
677C07BB06F1464EAB0F7F4BF,V8B 0L6,5358164
9374869903506012978246,42408-8944,5358164
9300169903506012990879,99921-0935,5358164
9374869903506012999562,27804-6220,5358164
9374869903506013020562,33027-4458,5358164
9374869903506013077320,61109-4137,5358164
9374869903506013080849,11580-2904,5358164
9374869903506013094242,46312-2521,5358164
9374869903506013107027,85142-5194,5358164
9374869903506013121030,64601-1818,5358164
9374869903506013122761,78244-1361,5358164
9374869903506013122112,45628-9763,5358164
9374869903506013125250,71037-9479,5358164
9374869903506013138830,75189-3570,5358164
9374869903506013138168,94806-6101,5358164
9374869903506013142592,77879-1403,5358164
9374869903506013151464,60451-1520,5358164
9374869903506013155134,46321-1503,5358164
9374869903506013152416,08360-4316,5358164
496EBADCA0564CE2A9E5B32C9,V5J 3E4,5358164
9374869903506013173473,07728-2976,5358164
9374869903506013176351,11229-5015,5358164
9374869903506013630501,23323-1433,5358164
9374869903506013642993,78665-3432,5358164
9374869903506013681909,80212-1636,5358164
9374869903506019824676,33596-6395,5358164
9374869903506019842199,45320,5358164
9374869903506019869714,84074-9069,5358164
9374869903506019881846,29732-5527,5358164
9374869903506019885202,27822-8303,5358164
9374869903506019896680,75052-3116,5358164
9374869903506019902268,19010-1026,5358164
9374869903506019919174,57785-2975,5358164
9374869903506019923904,46806-3345,5358164
9374869903506019924437,77494-2637,5358164
9374869903506019926073,94132-1121,5358164
9374869903506019933019,30457-4635,5358164
9374869903506019935099,24102-3391,5358164
9374869903506019936133,64854-9374,5358164
9374869903506019938021,33192-2147,5358164
FA80EF001FEB4D31BC01B1ABB,h7y1a8,5358164
9374869903506019967731,92231-3332,5358164
