Shipment - Tracking Number,Ship To - Postal Code,Account
9374869903505863962176,70339-4001,5357703
9374869903505863965191,12078-1203,5357703
9374869903505863963272,33647-2949,5357703
9374869903505863964248,79936-6490,5357703
9374869903505863965214,94555-2789,5357703
9374869903505863965221,20772-3193,5357703
9374869903505863963289,47130-8939,5357703
9374869903505863962190,87715,5357703
9374869903505863962206,10035-1244,5357703
9374869903505863965269,53955-9377,5357703
9300169903505863963292,96950-2037,5357703
9374869903505863963319,45424-3552,5357703
9374869903505863964316,63117-2186,5357703
9374869903505863965283,82001-2832,5357703
9374869903505863963333,45424-3552,5357703
9374869903505863964323,84117-6036,5357703
9374869903505863964347,54935-4502,5357703
9374869903505863965320,80015-4866,5357703
9374869903505863962268,32216-6158,5357703
9374869903505863964385,70119-3529,5357703
9374869903505863964415,01945-2516,5357703
9374869903505863965337,93505-2232,5357703
9374869903505863963340,33166-2311,5357703
9374869903505863964446,90056-1603,5357703
9374869903505863963357,91732-4330,5357703
9374869903505863963364,76655-9422,5357703
9374869903505863962275,49283-9715,5357703
9374869903505863965382,48811-8529,5357703
9374869903505863965405,19720-5106,5357703
9374869903505863963395,33172,5357703
9374869903505863965412,31408-9555,5357703
9374869903505863962299,37920-6135,5357703
9374869903505863963401,14712-9628,5357703
9374869903505863964484,79606-3624,5357703
9374869903505863964507,34233-3487,5357703
9374869903505863965528,33126-1054,5357703
9374869903505863965511,07522-1785,5357703
9374869903505863965443,75762-8739,5357703
9374869903505863963432,52233-1623,5357703
9374869903505863965436,61550-2568,5357703
9374869903505863963463,35080-7044,5357703
9374869903505863963470,42038-8784,5357703
9374869903505863965467,10312-1942,5357703
9374869903505863963494,29445-5350,5357703
9374869903505863965542,10455-4660,5357703
9374869903505863965474,61550-2568,5357703
9374869903505863965566,84117-5533,5357703
9374869903505863962343,21228-4002,5357703
9374869903505863965498,61111-3613,5357703
9374869903505863966556,46062-9009,5357703
9374869903505863965504,10455-4660,5357703
9374869903505863966563,78704-0015,5357703
9374869903505863965597,60805-1742,5357703
9374869903505863962374,29576-9125,5357703
9374869903505863962381,33709-6103,5357703
9374869903505863965610,41008-8672,5357703
9374869903505863967539,24202-3764,5357703
9374869903505863966600,33192-2702,5357703
9374869903505863966617,28056-7071,5357703
9374869903505863962435,53950-1379,5357703
9374869903505863967553,53014-1438,5357703
9374869903505863967577,87032-0114,5357703
9374869903505863965665,41008-8672,5357703
9374869903505863966631,11218-5443,5357703
9374869903505863965672,27012-9172,5357703
9374869903505863966655,93906-1720,5357703
9374869903505863966679,34711-2836,5357703
9374869903505863967614,55927-9014,5357703
9374869903505863962459,46254-2181,5357703
9374869903505863965726,02720-4305,5357703
9374869903505863966716,92585,5357703
9374869903505863967607,85257-3852,5357703
9374869903505863966723,01504-2306,5357703
9374869903505863962473,28504-8956,5357703
9374869903505863967638,76065-2826,5357703
9374869903505863965733,13045-2231,5357703
9374869903505863967652,28079-3763,5357703
9374869903505863962480,44072-9642,5357703
9374869903505863966778,66720-2933,5357703
9374869903505863965757,97355-9226,5357703
9374869903505863967690,93111-1435,5357703
9374869903505863966839,85251-6021,5357703
9374869903505863965771,64079-2441,5357703
9374869903505863965788,19106-3106,5357703
9374869903505863966846,92064-6128,5357703
9374869903505863962503,98686-4581,5357703
9374869903505863966877,33172-2780,5357703
9374869903505863965795,08221-1519,5357703
9374869903505863965849,29560-3727,5357703
9374869903505863966891,92504-3660,5357703
9374869903505863965801,22101-0119,5357703
9374869903505863966914,75019-3351,5357703
9374869903505863966921,40205-2007,5357703
9374869903505863966938,70525-2923,5357703
9374869903505863966945,33126-2713,5357703
9374869903505863968543,62864-7586,5357703
9300169903505863965869,96960-3445,5357703
9374869903505863967751,02863-2824,5357703
9374869903505863965870,14009-1109,5357703
9374869903505863965894,04347-3227,5357703
9374869903505863966976,28027-0145,5357703
9374869903505863968567,33166-2673,5357703
9374869903505863966983,07936-3901,5357703
20201127215411662HWQ55XW,9779406,5357703
9374869903505863965887,30019-7407,5357703
9374869903505863966990,39886-4311,5357703
9374869903505863968598,78210-5139,5357703
9374869903505863965955,10458-2437,5357703
9374869903505863967799,92252-5340,5357703
9374869903505863967034,48315-3968,5357703
9374869903505863967041,72019-8555,5357703
9374869903505863967805,24853-1103,5357703
9374869903505863967836,34947-7241,5357703
9374869903505863968611,30127-6599,5357703
9374869903505863966006,54304-1618,5357703
9374869903505863967843,23324-3942,5357703
9374869903505863967850,84015-9397,5357703
9374869903505863965993,49323-9300,5357703
9374869903505863967867,13031-1045,5357703
9374869903505863967881,30022-1833,5357703
9374869903505863967898,89130-2198,5357703
9374869903505863966068,07834-2818,5357703
9374869903505863966082,24091-3822,5357703
9374869903505863967119,48224-2082,5357703
9374869903505863967126,17225-9584,5357703
9374869903505863968666,07054-1652,5357703
9374869903505863967171,34761-9000,5357703
9374869903505863968673,94513-6563,5357703
9374869903505863968680,46545-7453,5357703
9374869903505863967201,60656-1553,5357703
9374869903505863966129,31907-2314,5357703
9374869903505863967195,60639-2913,5357703
9374869903505863967935,27526-5259,5357703
9374869903505863967218,60467-9413,5357703
20201127215419414IAJ2TNS,H9A 2A7,5357703
9374869903505863967225,17339-9156,5357703
9374869903505863968697,07305-1406,5357703
9374869903505863967256,92284-2002,5357703
9374869903505863967973,27520-9114,5357703
9374869903505863968710,76001-7531,5357703
20201127215420440NCSSR4Z,LN6 8LQ,5357703
9374869903505863967263,88260-2132,5357703
9374869903505863968727,19149-2128,5357703
9374869903505863968000,72076-4945,5357703
9374869903505863967294,33122-1728,5357703
9374869903505863966204,00841-1464,5357703
9374869903505863966235,70560-9088,5357703
9374869903505863968017,27520-9114,5357703
9374869903505863966259,33326-3131,5357703
9374869903505863968055,15065-1902,5357703
9374869903505863967362,33166-2350,5357703
9374869903505863966273,77316-6153,5357703
9374869903505863968062,70760-4118,5357703
9374869903505863968086,24012-6946,5357703
9374869903505863966280,36109-2335,5357703
9374869903505863968109,23696-2039,5357703
9374869903505863968123,12804-3112,5357703
9374869903505863967393,32806-7145,5357703
9374869903505863967409,20874-4425,5357703
9374869903505863967416,23696-2039,5357703
9374869903505863968154,90623-1067,5357703
9374869903505863968178,60007-3683,5357703
9374869903505863966365,74881-2303,5357703
9374869903505863967430,33172-5068,5357703
9374869903505863967447,95242-4778,5357703
9374869903505863966372,42456-9520,5357703
9374869903505863966389,32809-7166,5357703
9374869903505863968208,42409-9476,5357703
9374869903505863967454,87121-0903,5357703
9374869903505863967478,17857-9503,5357703
9374869903505863967485,97266-4996,5357703
9374869903505863968826,15631-1185,5357703
9374869903505863968222,19075-2016,5357703
9374869903505863967461,53406-1896,5357703
9374869903505863968215,94541-2271,5357703
9374869903505863966419,44035-2606,5357703
9374869903505863968239,77479-1884,5357703
9374869903505863969519,70520-5645,5357703
9374869903505863967508,37865-4925,5357703
9374869903505863966426,80110-4566,5357703
9374869903505863969533,02779-1601,5357703
9374869903505863966464,08619-3932,5357703
9374869903505863968871,96746-0614,5357703
9374869903505863968277,55343-9411,5357703
9374869903505863969571,28202-3261,5357703
9374869903505863969564,46777-8910,5357703
9374869903505863969595,19012-1824,5357703
9374869903505863969601,95531-9146,5357703
9374869903505863969618,73443-6071,5357703
9374869903505863969625,15767-4957,5357703
9374869903505863968321,95828-6391,5357703
9374869903505863969656,98002-5055,5357703
9374869903505863970584,33195-2833,5357703
20201127215430131SEF25NO,WN1 2LS,5357703
9374869903505863969687,33166-3414,5357703
9374869903505863969694,54772-9205,5357703
9374869903505863969731,56003-1562,5357703
9374869903505863970614,19460-6122,5357703
9374869903505863968369,17520-1151,5357703
9374869903505863970638,11203-3623,5357703
20201127215429778QOKYZB4,LE16 7TP,5357703
9374869903505863970669,99205-2029,5357703
9374869903505863970676,44221-2556,5357703
9374869903505863969793,14132-9266,5357703
9374869903505863968932,91335-3738,5357703
9374869903505863969823,34711-9008,5357703
9374869903505863969830,18614-7459,5357703
9374869903505863968413,32607-1457,5357703
9374869903505863970720,23838-2013,5357703
9374869903505863968420,11105-2042,5357703
9374869903505863969878,63137-2115,5357703
9374869903505863969885,62618-2305,5357703
9374869903505863968963,49080-1024,5357703
9374869903505863970799,45344-3007,5357703
9374869903505863969908,27358-7806,5357703
9374869903505863970829,63129-7237,5357703
9374869903505863969946,68106-2957,5357703
9374869903505863968994,11233-2743,5357703
9374869903505863969991,33166-2625,5357703
9374869903505863970010,76140-6564,5357703
9374869903505863970041,22407-7757,5357703
9374869903505863970904,01854-4138,5357703
9374869903505863970102,33172-2780,5357703
20201127215441208AE5L5XH,HP14 4XW,5357703
9374869903505871267010,11213-1206,5357703
9374869903505871274322,11213-1206,5357703
9374869903505872451715,45320-2654,5357703
9374869903505872449484,30259-2846,5357703
9374869903505872449491,66085-8941,5357703
9374869903505872449507,53224-2961,5357703
9374869903505872451722,95326-9259,5357703
9374869903505872452521,73759-2706,5357703
9374869903505872452538,48152-3945,5357703
9374869903505872451746,90275-1904,5357703
9374869903505872451005,50563-0874,5357703
9374869903505872452545,77651-2627,5357703
9374869903505872451753,06379-2232,5357703
9374869903505872451760,08846-1445,5357703
9374869903505872452569,99516-3503,5357703
9374869903505872451029,21409-4700,5357703
9374869903505872451777,93907-1385,5357703
2020112912025822632QKWIR,H2G 2C2,5357703
9374869903505872451043,60131-2039,5357703
9374869903505872452590,45208-1604,5357703
9374869903505872451050,28043-2637,5357703
9374869903505872451791,45068-8369,5357703
9374869903505872450039,44146-3389,5357703
9374869903505872451807,76137-1023,5357703
9374869903505872451814,93546-9779,5357703
9374869903505872451821,93546-9779,5357703
9374869903505872455577,67208-3716,5357703
9374869903505872455560,30673-2505,5357703
9374869903505872452279,08077-2833,5357703
9374869903505872454617,55008-4624,5357703
9374869903505872454624,60060-1726,5357703
9374869903505872453832,95355-2338,5357703
9374869903505872454648,97351-1113,5357703
9374869903505872452286,05468-3106,5357703
9374869903505872453849,80904-2877,5357703
9374869903505872455607,77441-1483,5357703
9374869903505872453856,92544-4201,5357703
9374869903505872454631,87105-5625,5357703
9374869903505872454655,18706-9423,5357703
9374869903505872455621,11001-2135,5357703
9374869903505872455638,67208-3716,5357703
9374869903505872454679,44057-1438,5357703
9374869903505872453863,97405-1356,5357703
9374869903505872455614,32514-3222,5357703
9374869903505872452309,95035-3418,5357703
9374869903505872454686,72401-5506,5357703
9374869903505872454693,60201-3817,5357703
9374869903505872455652,72016-7044,5357703
9374869903505872453887,35959-3343,5357703
9374869903505872455669,85018-6436,5357703
9374869903505872455683,75067-3213,5357703
9374869903505872453894,11714-4825,5357703
9374869903505872453917,32080-5856,5357703
9374869903505872454709,25443-3670,5357703
9374869903505872453924,96720-5827,5357703
9374869903505872453931,34465-3646,5357703
9374869903505872455706,08003-1967,5357703
9374869903505872452316,38375-2385,5357703
9374869903505872453955,28054-6501,5357703
9374869903505872453948,35966-4542,5357703
9374869903505872453962,28716-6246,5357703
9374869903505872453979,10457-8637,5357703
9374869903505872455737,22560-6504,5357703
9374869903505872455720,35744-7124,5357703
9374869903505872455751,48072-3413,5357703
9374869903505872455744,77590-7331,5357703
9374869903505872455768,93291-9614,5357703
9374869903505872452323,96130-5965,5357703
9374869903505872454013,14708-9717,5357703
9374869903505872454020,74429-3099,5357703
9374869903505872455782,46158-1437,5357703
9374869903505872454044,44057-1438,5357703
9374869903505872452330,11354-2611,5357703
9374869903505872452354,73533-2731,5357703
9374869903505872454723,36703-8812,5357703
9374869903505872454051,91201-2221,5357703
9374869903505872454068,14580-8838,5357703
9374869903505872454075,36451-4061,5357703
9374869903505872452361,08879-1325,5357703
9374869903505872455812,80918-2028,5357703
9374869903505872454082,15456-1073,5357703
9374869903505872455829,75790-3508,5357703
9374869903505872452378,32187-2223,5357703
9374869903505872455836,02893-4010,5357703
9374869903505872455850,93306-4123,5357703
9374869903505872454754,53207-2049,5357703
9374869903505872454747,89119-5927,5357703
9374869903505872454105,94603-3950,5357703
9374869903505872454112,41501-3544,5357703
9374869903505872455867,93274-7302,5357703
9374869903505872455874,45123-9608,5357703
9374869903505872452385,93033-7537,5357703
9374869903505872454129,30627-0051,5357703
9374869903505872455881,49837-8926,5357703
9374869903505872454136,48801-8725,5357703
9374869903505872454143,91710-3955,5357703
9374869903505872452392,95713-9574,5357703
9374869903505872454778,60639-3150,5357703
9374869903505872455898,96790-8819,5357703
9374869903505872452415,14580-8838,5357703
9374869903505872454150,89148-5357,5357703
9374869903505872452422,41501-3544,5357703
9374869903505872455911,84070-0451,5357703
9374869903505872454785,20634-0010,5357703
9374869903505872455928,70454-2501,5357703
9374869903505872454792,05461-3138,5357703
9374869903505872455942,06489-2448,5357703
9374869903505872455935,94804-5739,5357703
9374869903505872454211,16841-2834,5357703
9374869903505872454235,60653-3969,5357703
9374869903505872455966,80124-2641,5357703
9374869903505872452439,82930-4845,5357703
9374869903505872455980,93654-3828,5357703
9374869903505872455973,06712-1052,5357703
9374869903505872456000,28460-9489,5357703
9374869903505872456017,94124-2280,5357703
9374869903505872454259,23150-1011,5357703
9374869903505872456024,88030-2074,5357703
9374869903505872452446,95358-5219,5357703
9374869903505872454822,97302-1605,5357703
9374869903505872454808,40219-4532,5357703
9374869903505872454273,60419-1043,5357703
9374869903505872456048,27371-8447,5357703
9374869903505872454297,20902-2771,5357703
9374869903505872456123,94533-2812,5357703
9374869903505873692322,94112-2805,5357703
9374869903505873693602,80723-1314,5357703
9374869903505873692339,11372-6158,5357703
9374869903505873692346,33166-6219,5357703
9374869903505873690465,77055-6965,5357703
9374869903505873692353,73034-8635,5357703
9374869903505873692377,33166-2311,5357703
9374869903505873690496,11377-3032,5357703
9374869903505873694531,34249-2602,5357703
9374869903505873694524,33172-4101,5357703
9374869903505873694555,33122-1010,5357703
9374869903505873692414,84092-5504,5357703
9374869903505873694548,02151-2542,5357703
9374869903505873694562,19720-8108,5357703
9374869903505873693015,18109-3477,5357703
9374869903505873694609,33351-8735,5357703
9374869903505873692469,92270-2753,5357703
9374869903505873694616,29708-8652,5357703
9374869903505873692452,33166-2311,5357703
9374869903505873693640,48092-4411,5357703
9374869903505873693039,43209-2465,5357703
9374869903505873692506,98944-1748,5357703
9374869903505873695521,73142-4223,5357703
9374869903505873694630,33014-4881,5357703
9374869903505873693688,33172-2415,5357703
9374869903505873693701,02043-2312,5357703
9374869903505873694647,33178-4023,5357703
9374869903505873695552,33166-4807,5357703
9374869903505873693084,33178-2777,5357703
9374869903505873695583,85283-3253,5357703
9374869903505873695590,02339-1331,5357703
9374869903505873693169,43229-5690,5357703
9374869903505874502989,11040-3046,5357703
9374869903505874501319,01982-1513,5357703
9374869903505874502200,53913-2128,5357703
9374869903505874502996,06488-2440,5357703
9374869903505874514616,08050-2261,5357703
9374869903505874512919,27243-9685,5357703
9374869903505874513701,17406-1146,5357703
9374869903505874507168,73554-4527,5357703
9374869903505874514623,90260-2723,5357703
9374869903505874507175,15003-2009,5357703
9374869903505874513749,37743-6362,5357703
9374869903505874513015,30016-4138,5357703
9374869903505874514708,16510-6518,5357703
9374869903505874513053,39208-4825,5357703
9374869903505874513756,41265,5357703
9374869903505874514784,35186-6096,5357703
9374869903505874513794,92124-2031,5357703
9374869903505874513183,19711-7474,5357703
9374869903505874557668,84015-7530,5357703
9374869903505874558511,49337-9605,5357703
9374869903505874557217,53215-4245,5357703
9374869903505874558528,35446-1138,5357703
9374869903505874554926,96792-2827,5357703
9374869903505874558542,48317-6315,5357703
9374869903505874557293,98001-9628,5357703
9374869903505874558566,33172-2780,5357703
9374869903505874557682,89119-4820,5357703
9374869903505874557231,12776-5915,5357703
9374869903505874558535,06415-1239,5357703
9374869903505874557309,93501-7316,5357703
9374869903505874557316,30535-4655,5357703
9374869903505874557323,65301-6889,5357703
9374869903505874557330,41025-2501,5357703
9374869903505874558580,10003-6507,5357703
9374869903505874557347,30022-5889,5357703
9374869903505874557354,69153-2458,5357703
9374869903505874557729,84074-9427,5357703
9374869903505874558603,85349-7603,5357703
9374869903505874557750,91335-0917,5357703
9374869903505874554957,60435-4671,5357703
9374869903505874557743,61701-2038,5357703
9374869903505874557767,21222-3947,5357703
9374869903505874558610,79902-3802,5357703
9374869903505874557798,46077-8725,5357703
9374869903505874557774,33172-2422,5357703
9374869903505874554964,25165-9527,5357703
9374869903505874554971,89429-7343,5357703
9374869903505874558627,03076-2192,5357703
9374869903505874557828,61443-2243,5357703
9374869903505874554988,20910-4695,5357703
9374869903505874554995,15226-2140,5357703
9374869903505874557439,49091-9140,5357703
9374869903505874557446,33408-4310,5357703
9374869903505874558665,49423-3135,5357703
9374869903505874557835,30127-4937,5357703
9374869903505874558672,43055-9222,5357703
9374869903505874558689,41063-8774,5357703
9374869903505874557859,12594-1125,5357703
9374869903505874555008,71047-7348,5357703
9374869903505874555015,48075-3107,5357703
9374869903505874557491,17025-2660,5357703
9374869903505874555039,28226-7310,5357703
9374869903505874557507,28213-9259,5357703
9374869903505874559525,10013-3019,5357703
9374869903505874558702,11961-2302,5357703
9374869903505874557903,32221-1881,5357703
9374869903505874557842,18512-3008,5357703
9374869903505874558726,13206-3203,5357703
9374869903505874559532,19801-5789,5357703
9374869903505874559549,74849-2033,5357703
9374869903505874557965,22309-1406,5357703
20201129193915577LFCNMK2,L7 7DA,5357703
9374869903505874555046,27103-4411,5357703
9374869903505874557972,57783-2718,5357703
9374869903505874558740,97306-2122,5357703
9374869903505874555053,14487,5357703
9374869903505874557989,80014-1034,5357703
9374869903505874557996,85226-4919,5357703
9374869903505874555077,21903-2416,5357703
9374869903505874558757,01585-2530,5357703
9374869903505874558023,33351,5357703
9374869903505874558764,95549-8934,5357703
9374869903505874558030,85374-4454,5357703
9374869903505874558047,32935-5445,5357703
9374869903505874555091,44143-2568,5357703
9374869903505874558078,03063-1204,5357703
9374869903505874558771,30228-4923,5357703
9374869903505874559563,11223-2118,5357703
9374869903505874559570,77346-4461,5357703
9374869903505874559587,91042-3232,5357703
9374869903505874559624,14534-2503,5357703
9374869903505874559631,78737-1027,5357703
9374869903505874558795,02171-1903,5357703
9374869903505874555121,49418-9617,5357703
9374869903505874558108,33161-4559,5357703
9374869903505874558801,78121-4217,5357703
9374869903505874559679,38115-3107,5357703
9374869903505874558825,80524-3429,5357703
9374869903505874559655,24523-6478,5357703
9374869903505874559648,17046-2913,5357703
9374869903505874559716,40503-1737,5357703
9374869903505874558160,19140-5407,5357703
9374869903505874555145,20164-1340,5357703
9374869903505874555152,38116-4836,5357703
9374869903505874559723,93536-4257,5357703
9374869903505874559747,29301-4227,5357703
9374869903505874559730,30039-6790,5357703
9374869903505874558856,33311-1152,5357703
9374869903505874558863,92359-1105,5357703
20201129193921096ETW3TX1,54050,5357703
9374869903505874555183,94530-1531,5357703
9374869903505874555190,96795-1512,5357703
9374869903505874559778,90631-5508,5357703
9374869903505874559785,33198-1070,5357703
9374869903505874558887,75054-5529,5357703
9374869903505874559792,29405-7544,5357703
20201129193922657VAB1QFJ,9091700,5357703
9374869903505874558894,51001-8668,5357703
9374869903505874559839,45434-1423,5357703
9374869903505874555220,92701-6529,5357703
9374869903505874558252,79414-1547,5357703
9374869903505874558955,30823-6602,5357703
9374869903505874559877,97756-9767,5357703
9374869903505874558306,87501-8879,5357703
9374869903505874559822,10029-6471,5357703
9374869903505874559921,21742-2962,5357703
9374869903505874558375,48430-1400,5357703
9374869903505874555282,02114-4142,5357703
9374869903505874559006,46203-2441,5357703
9374869903505874558399,47712-8919,5357703
9374869903505874559945,84790-1473,5357703
9374869903505874559969,85212-4164,5357703
9374869903505874558412,14609-2437,5357703
9374869903505874559952,90011-5056,5357703
9374869903505874558429,48430-1400,5357703
9374869903505874559044,49329-9555,5357703
9374869903505874555305,85743-7431,5357703
9374869903505874558474,33901-6253,5357703
9374869903505874558481,50323-2644,5357703
9374869903505874559976,43302-6136,5357703
9374869903505874558504,10028-7800,5357703
9374869903505874560538,43701-4665,5357703
9374869903505874560552,05680-3036,5357703
9374869903505874560019,10309-4605,5357703
9374869903505874560057,37076-3633,5357703
9374869903505874560576,86023-1104,5357703
9374869903505874560637,98367-9780,5357703
9374869903505874560644,92840-1848,5357703
9374869903505874560125,49329-9555,5357703
9374869903505874555343,19119-2913,5357703
9374869903505874560682,78228-3910,5357703
9374869903505874560149,55940-8715,5357703
9374869903505874560156,43812-9642,5357703
9374869903505874560699,87718-0073,5357703
9374869903505874559181,68883-9785,5357703
9374869903505874559198,53511-5204,5357703
9374869903505874560729,07712-5318,5357703
9374869903505874555374,03276-5217,5357703
9374869903505874559211,07514-2335,5357703
9374869903505874560743,08865-3424,5357703
9374869903505874560750,70047-2120,5357703
9374869903505874560774,33455-8124,5357703
9374869903505874560712,95525,5357703
9374869903505874560194,92627-7100,5357703
9374869903505874560811,45240-4667,5357703
9374869903505874560828,85024-1879,5357703
9374869903505874560231,25526-9393,5357703
9374869903505874559235,80127-2479,5357703
9374869903505874560248,29588-6238,5357703
9374869903505874559242,31055-5179,5357703
9374869903505874559259,95122-2229,5357703
9374869903505874560309,27217-8134,5357703
9374869903505874560842,51501-1923,5357703
9374869903505874559297,35750-8271,5357703
9374869903505874559280,40031-9497,5357703
9374869903505874560859,22408-1864,5357703
9374869903505874555442,30012-4242,5357703
9374869903505874560330,08884-1409,5357703
9374869903505874560880,43756-9025,5357703
9374869903505874560347,08861-2964,5357703
9374869903505874559310,15010-5611,5357703
9374869903505874560361,15235-1363,5357703
9374869903505874560385,19720-2066,5357703
9374869903505874555466,64080-1540,5357703
9374869903505874555473,15610-1121,5357703
9374869903505874560927,14454-9599,5357703
9374869903505874560422,41773-0669,5357703
9374869903505874560392,55331-2142,5357703
9374869903505874560439,05478-9794,5357703
9374869903505874560446,12601-1534,5357703
9374869903505874560477,29059-8538,5357703
9374869903505874559402,75686-1905,5357703
9374869903505874555497,01760-5719,5357703
9374869903505874560484,33166-2766,5357703
9374869903505874555503,91343-3049,5357703
9374869903505874560965,44129-6452,5357703
9374869903505874560996,19055-1615,5357703
9374869903505874561511,98012-6626,5357703
9374869903505874562518,02703-7645,5357703
9374869903505874561016,75051-3450,5357703
9374869903505874562525,95660-4004,5357703
9374869903505874562549,38002-4044,5357703
9374869903505874561030,30269-4276,5357703
9374869903505874559440,21740-7761,5357703
9374869903505874562570,53228-2718,5357703
9374869903505874562563,06460-7917,5357703
9374869903505874562556,37801-1805,5357703
9374869903505874559471,33198-1637,5357703
9374869903505874559495,27713-1553,5357703
9374869903505874561535,85301-6204,5357703
9374869903505874561054,07203-1003,5357703
9374869903505874561061,74011-2630,5357703
9374869903505874562648,78665-2645,5357703
9374869903505874562662,91910-8048,5357703
9374869903505874563522,32730-3113,5357703
9374869903505874561108,34450-2751,5357703
9374869903505874561559,98662-6386,5357703
9374869903505874563546,36206-3008,5357703
9374869903505874562693,52655-1403,5357703
9374869903505874561566,95519-4165,5357703
9374869903505874562709,65619-7801,5357703
9374869903505874561146,32812-6099,5357703
9374869903505874563560,20853-1738,5357703
9374869903505874562730,78660-5020,5357703
9374869903505874563577,11944-1538,5357703
9374869903505874562747,07114-2763,5357703
9374869903505874561184,38562-5539,5357703
9374869903505874563607,73135-7204,5357703
9374869903505874563614,21122-1430,5357703
9374869903505874561207,11417-1317,5357703
9374869903505874562778,42701-4621,5357703
9374869903505874561214,91780-2826,5357703
9374869903505874561580,11937-4202,5357703
9374869903505874563676,14826-9441,5357703
9374869903505874561245,10016-3836,5357703
9374869903505874561269,49002-7025,5357703
9374869903505874562792,61244-4666,5357703
9374869903505874563683,11360-2803,5357703
9374869903505874561283,25405-6171,5357703
9374869903505874561306,11796-1305,5357703
9374869903505874561337,33186-6267,5357703
9374869903505874561313,41042-1198,5357703
9374869903505874561603,74104-3927,5357703
9374869903505874561351,94806-1162,5357703
9374869903505874562839,14609-2981,5357703
9374869903505874561382,32579-2139,5357703
9374869903505874562853,94801-2462,5357703
9374869903505874562860,19140-1744,5357703
9374869903505874562884,33068-3820,5357703
9374869903505874561610,30535-4655,5357703
9374869903505874563713,21085-4229,5357703
9374869903505874561412,52140-7507,5357703
9374869903505874561429,28504-9178,5357703
9374869903505874562907,30058-5531,5357703
9374869903505874561436,33064-2565,5357703
9374869903505874561641,92629-4413,5357703
9374869903505874561450,28262-8187,5357703
9374869903505874561474,23456-3819,5357703
9374869903505874561658,84340-9754,5357703
9374869903505874563720,29697-9769,5357703
9374869903505874562938,44695-9637,5357703
9374869903505874561665,94503-3005,5357703
9374869903505874561672,33198-1534,5357703
9374869903505874561498,13459-3422,5357703
9374869903505874562945,96720-3688,5357703
9374869903505874564512,11415-2014,5357703
9374869903505874562952,64601-2042,5357703
9374869903505874563751,84044-2812,5357703
9374869903505874563768,34285-2106,5357703
9374869903505874564574,92555-2558,5357703
9374869903505874563812,98027-5657,5357703
9374869903505874563010,27894-1362,5357703
9374869903505874563836,95065-1915,5357703
9374869903505874563799,33556-3009,5357703
9374869903505874563805,19067-5075,5357703
20201129193945620RFPCULB,64490,5357703
9374869903505874561719,00804-1682,5357703
9374869903505874563058,33615-5208,5357703
9374869903505874563881,45459-3345,5357703
9374869903505874564659,11210-2739,5357703
9374869903505874563904,77346-4463,5357703
9374869903505874564628,03087-1849,5357703
9374869903505874563102,18042-4368,5357703
9374869903505874564666,33156-5326,5357703
9374869903505874563959,93544-1235,5357703
9374869903505874563096,45177-9778,5357703
9374869903505874563133,90036-5308,5357703
9374869903505874563973,90042-4842,5357703
9374869903505874561764,92782-9019,5357703
9374869903505874563980,45251-1931,5357703
9374869903505874561733,39350-8886,5357703
9374869903505874564734,92335-6043,5357703
9374869903505874563171,14605-1109,5357703
9374869903505874561788,93930-2609,5357703
9374869903505874564758,32539-7821,5357703
9374869903505874561801,32825-7225,5357703
9374869903505874561825,67152-3631,5357703
9374869903505874564765,60016-4418,5357703
9374869903505874564000,35127-2505,5357703
9374869903505874564048,87068-9788,5357703
9374869903505874561849,47403-4785,5357703
9374869903505874564055,06902-2313,5357703
9374869903505874564802,33191-1045,5357703
9374869903505874561856,32141-5135,5357703
9374869903505874563232,33013,5357703
9374869903505874563256,80620-2025,5357703
9374869903505874564833,07094-2938,5357703
9374869903505874564093,97233-9600,5357703
9374869903505874564123,97424-2264,5357703
9374869903505874564130,32724-1121,5357703
9374869903505874564116,44024-9728,5357703
9374869903505874564871,15012-9369,5357703
9374869903505874563294,53226-4663,5357703
9374869903505874564895,12192-9709,5357703
9374869903505874564154,94577-1223,5357703
9374869903505874563300,95827-1095,5357703
9374869903505874564857,38320-4637,5357703
9374869903505874563317,45239-4120,5357703
9374869903505874564178,44706-4557,5357703
9374869903505874564925,75033-3857,5357703
9374869903505874564932,54217-8879,5357703
9374869903505874563324,24121-5826,5357703
9374869903505874564208,45827-9462,5357703
9374869903505874564956,54170-8524,5357703
9374869903505874563331,39211-6131,5357703
9374869903505874564222,85132,5357703
9374869903505874564239,76247-5804,5357703
9374869903505874561924,42501-1113,5357703
9374869903505874561931,62674-4567,5357703
9374869903505874563355,29717-7785,5357703
9374869903505874561948,89511-7724,5357703
9374869903505874564246,11554-2522,5357703
9374869903505874563362,32209-2435,5357703
9374869903505874563379,56560-3922,5357703
9374869903505874565007,28262-7542,5357703
9374869903505874561955,75154-9375,5357703
9374869903505874565021,33040-5723,5357703
9374869903505874564277,22407-6769,5357703
9374869903505874564291,21613-3746,5357703
9374869903505874563386,18661-3824,5357703
9374869903505874561979,27030-3478,5357703
9374869903505874561986,89408-9524,5357703
9374869903505874565038,08081-1104,5357703
20201129193956244WT4HZWD,7910452,5357703
9374869903505874564321,33023-1025,5357703
9374869903505874563416,45619-1027,5357703
9374869903505874563423,93313-6115,5357703
9374869903505874565052,60585-6703,5357703
9374869903505874564345,92345-4236,5357703
9374869903505874565076,95205-0974,5357703
9374869903505874565083,97051-3722,5357703
9374869903505874565106,54205-9484,5357703
